vd_wecs,vd_ecs
11.0325980185378,0.0735894344137231
12.4215935542735,0.0754973792091066
13.2360398951978,0.0788071038839089
11.3100044097428,0.0823606252954911
11.3418155642709,0.0744271184683109
11.2579892033308,0.073154730526153
10.7214021847085,0.073171527143596
10.7392551071313,0.0749359330496596
11.9498639692414,0.075970356864875
11.2625987799507,0.073354523816761
10.4303466785928,0.0839444514392735
10.5255241177486,0.077493349522506
11.6836924938226,0.077368096996163
12.1610959664844,0.0717828134899615
13.12923627316,0.0777555720451669
13.0207718980325,0.0774439451910665
11.8812159994873,0.0743078865383686
13.5102892851724,0.0794457842285888
12.4407522348945,0.0775262194725666
13.8313839904946,0.0821730824644795
13.2015851317294,0.096967580852953
13.512006125573,0.0822870324112565
14.383093856204,0.109135663086632
15.0576356149922,0.0981557529177863
16.0211346992394,0.101326969300555
15.1470982341684,0.107562184220772
16.1548457683265,0.134955319171074
15.2063447433716,0.118992005442976
15.5252489423728,0.113685089168765
16.1273038684466,0.133896083970081
14.3485914958705,0.0776684622082851
12.6167771375732,0.0771806139671788
15.2357878078903,0.113457542301726
12.2905563962668,0.0790854556581419
12.685734209539,0.0768166816266418
12.722961389879,0.0792034890776536
10.7084152555249,0.0624930529790005
12.6841566583792,0.0680167523373848
11.5875479920146,0.0733812586827658
11.5175594008227,0.0571290658035374
11.1596415137373,0.079676231475406
11.2726862917253,0.0776975085465614
9.27034887984392,0.0708226952715351
12.0641727634356,0.0715835623716633
11.0847919352958,0.0604686646319799
11.9786670424843,0.0575181095125407
12.601537391278,0.079825799041145
12.4428701927412,0.0602043692171766
12.5943805906321,0.0771485165092669
11.3206213535301,0.0760277604872343
11.6753226089506,0.0568111907820582
12.6641009115368,0.0752283392875683
11.6068754235383,0.0581340623016218
11.4911454427281,0.0595535934038368
12.1810542726347,0.0573243788430974
10.4636610736282,0.0783908619093617
12.1763593720264,0.0570021213177618
9.9654340551825,0.0833251277721698
8.99628004119717,0.0856718985879752
11.7136320720993,0.0758306037418852
12.7240263182046,0.0579284001347992
11.8956436679439,0.0738903252393631
12.7436991187052,0.0573561926060837
12.5266049591259,0.0568914794095665
10.9593840994401,0.0629051191235754
12.8850077268183,0.0772338824384319
13.366677500026,0.0618870940970099
12.6159415646949,0.0810667755593212
12.2739129166582,0.0721032804901807
12.4048222193362,0.0846373245620293
10.41215601978,0.0666524021692368
14.3654484270656,0.0926966463225731
13.8398527515297,0.0702648713613659
13.1917924439889,0.0629336385887082
14.1926801957163,0.0755307851136444
13.9998227536614,0.0958489356584248
14.2798884680052,0.0676378382106396
14.0384453624081,0.0960343734011489
14.0032322966118,0.0906416725937974
13.6216084344872,0.0725757367005099
13.9725905862441,0.0922167302311904
14.8487735210061,0.0808733649062886
13.4933095581761,0.0863271838675863
14.5664993690203,0.0929733729250428
