vp_ha,FP_ha,vp_d2,FP_d2,vp_d4,FP_d4,vp_c4,FP_c4,vp_s2,FP_s2,vp_s4,FP_s4
0.402,0.641486848134499,0.402,0.660633659760501,0.402,0.554260493954306,0.402,0.505754640803247,0.402,0.660633659760501,0.402,0.590357039975761
0.4118,0.63403684195826,0.4118,0.652929701568672,0.4118,0.549339440828981,0.4118,0.502354257288054,0.4118,0.652929701568672,0.4118,0.58414393383677
0.4216,0.626707195745895,0.4216,0.645281253756157,0.4216,0.544437412839068,0.4216,0.498889987878928,0.4216,0.645281253756157,0.4216,0.578080989612372
0.4314,0.619532568788357,0.4314,0.637777197496037,0.4314,0.539659165336062,0.4314,0.495290442902417,0.4314,0.637777197496037,0.4314,0.572138771048888
0.4412,0.612686247073135,0.4412,0.630473150185983,0.4412,0.534996519403447,0.4412,0.492067755612901,0.4412,0.630473150185983,0.4412,0.566376734145707
0.451,0.605790997849898,0.451,0.623216392347244,0.451,0.530441762169011,0.451,0.488662403429074,0.451,0.623216392347244,0.451,0.560789951217213
0.4608,0.599045701625259,0.4608,0.616163479977093,0.4608,0.526129761070039,0.4608,0.485631535857262,0.4608,0.616163479977093,0.4608,0.555496783240869
0.4706,0.592689439327792,0.4706,0.609332900218759,0.4706,0.521753898368138,0.4706,0.482673844507375,0.4706,0.609332900218759,0.4706,0.550188499190606
0.4804,0.586365926648755,0.4804,0.602579936691443,0.4804,0.517510891544545,0.4804,0.479770376860071,0.4804,0.602579936691443,0.4804,0.545059818742364
0.4902,0.580149908520391,0.4902,0.595982766422065,0.4902,0.513332415258405,0.4902,0.47678254083794,0.4902,0.595982766422065,0.4902,0.539891011390687
0.5,0.574018979192252,0.5,0.589597290683424,0.5,0.509334951814385,0.5,0.473786171563305,0.5,0.589597290683424,0.5,0.534937320525247
0.5098,0.568077066015169,0.5098,0.583297680637841,0.5098,0.505460290134186,0.5098,0.470975725942093,0.5098,0.583297680637841,0.5098,0.530111095927675
0.5196,0.562258837529135,0.5196,0.577148670163483,0.5196,0.5014918825705,0.5196,0.468280950418067,0.5196,0.577148670163483,0.5196,0.525447722342186
0.5294,0.556549593127659,0.5294,0.571122081613402,0.5294,0.497769326591743,0.5294,0.465657585098479,0.5294,0.571122081613402,0.5294,0.520903618730937
0.5392,0.550967321787318,0.5392,0.565183788067752,0.5392,0.494096541724776,0.5392,0.46307097788891,0.5392,0.565183788067752,0.5392,0.516388255748945
0.549,0.545565517684903,0.549,0.559335340320172,0.549,0.490527483221517,0.549,0.460493058664929,0.549,0.559335340320172,0.549,0.512031607009165
0.5588,0.540256017219621,0.5588,0.553657311807209,0.5588,0.487046334059207,0.5588,0.457834819636216,0.5588,0.553657311807209,0.5588,0.507739121784954
0.5686,0.535089910533425,0.5686,0.548053507096829,0.5686,0.483694873637491,0.5686,0.455333602471015,0.5686,0.548053507096829,0.5686,0.503527400544353
0.5784,0.529991847466925,0.5784,0.542710734792368,0.5784,0.480339762956621,0.5784,0.453002459795847,0.5784,0.542710734792368,0.5784,0.499407567001073
0.5882,0.525074980496403,0.5882,0.537309948279349,0.5882,0.477085151261233,0.5882,0.450657343465573,0.5882,0.537309948279349,0.5882,0.495438758704383
0.598,0.520236984309555,0.598,0.532017667598324,0.598,0.473829270326362,0.598,0.448264479423781,0.598,0.532017667598324,0.598,0.491455749336665
0.6078,0.515522529936993,0.6078,0.526886563999743,0.6078,0.470621838227906,0.6078,0.446098735912086,0.6078,0.526886563999743,0.6078,0.487632891800081
0.6176,0.510879924647399,0.6176,0.521879261740922,0.6176,0.46749637856647,0.6176,0.443917442475565,0.6176,0.521879261740922,0.6176,0.483854767681412
0.6274,0.506270343031788,0.6274,0.51691326558759,0.6274,0.46450630565026,0.6274,0.441741970363995,0.6274,0.51691326558759,0.6274,0.480206988624452
0.6372,0.501838303480448,0.6372,0.512060798205554,0.6372,0.461574547842803,0.6372,0.439733102336227,0.6372,0.512060798205554,0.6372,0.476665001101891
0.647,0.497413910292788,0.647,0.507397921202483,0.647,0.458660325694101,0.647,0.43758105130966,0.647,0.507397921202483,0.647,0.473123871215538
0.6568,0.493097215197437,0.6568,0.502756205463753,0.6568,0.455865499734303,0.6568,0.435450585706999,0.6568,0.502756205463753,0.6568,0.469724422135862
0.6666,0.488846716499513,0.6666,0.498210957174853,0.6666,0.453122856051187,0.6666,0.433568987391206,0.6666,0.498210957174853,0.6666,0.466297388525216
0.6764,0.484722932829353,0.6764,0.493765336062065,0.6764,0.450380595378559,0.6764,0.431529377368932,0.6764,0.493765336062065,0.6764,0.462939720792307
0.6862,0.480721828621488,0.6862,0.489343854146651,0.6862,0.447628374790545,0.6862,0.429677701950235,0.6862,0.489343854146651,0.6862,0.459612019182096
0.696,0.476751626864787,0.696,0.485170639358372,0.696,0.445001441331668,0.696,0.427658439150248,0.696,0.485170639358372,0.696,0.456456450316991
0.7058,0.472872059546522,0.7058,0.481039676775197,0.7058,0.442332009492807,0.7058,0.42574589950007,0.7058,0.481039676775197,0.7058,0.453332092443588
0.7156,0.469046288898634,0.7156,0.476931640926138,0.7156,0.439799602328361,0.7156,0.424014881649637,0.7156,0.476931640926138,0.7156,0.450326086738872
0.7254,0.46531429307594,0.7254,0.472889435035527,0.7254,0.437294988554044,0.7254,0.422214074066733,0.7254,0.472889435035527,0.7254,0.447298060628883
0.7352,0.461643806051997,0.7352,0.468883600198555,0.7352,0.43488599776724,0.7352,0.420522167700316,0.7352,0.468883600198555,0.7352,0.444411526380123
0.745,0.457990252922861,0.745,0.464969377706038,0.745,0.43254840031778,0.745,0.418691156732146,0.745,0.464969377706038,0.745,0.441462178116277
0.7548,0.454453139574466,0.7548,0.461061352914364,0.7548,0.430189688033095,0.7548,0.416979031038986,0.7548,0.461061352914364,0.7548,0.438713437020996
0.7646,0.451074753807392,0.7646,0.457292652595616,0.7646,0.427932362972936,0.7646,0.415304219982213,0.7646,0.457292652595616,0.7646,0.43596897335159
0.7744,0.447707148717078,0.7744,0.453589446188954,0.7744,0.425682951898686,0.7744,0.413765594500552,0.7744,0.453589446188954,0.7744,0.433311644836723
0.7842,0.444407917470623,0.7842,0.449895680208004,0.7842,0.423504734082593,0.7842,0.412116412295727,0.7842,0.449895680208004,0.7842,0.430628739215463
0.794,0.441125157489857,0.794,0.446325791704517,0.794,0.421356827150604,0.794,0.410578138095247,0.794,0.446325791704517,0.794,0.428020891341712
0.8038,0.43779609235974,0.8038,0.442740662953657,0.8038,0.419221880732852,0.8038,0.408960705508486,0.8038,0.442740662953657,0.8038,0.425498809674351
0.8136,0.434636256847021,0.8136,0.4392242373186,0.8136,0.417188495734286,0.8136,0.407422470029249,0.8136,0.4392242373186,0.8136,0.423036491420458
0.8234,0.43153482933849,0.8234,0.435832171605882,0.8234,0.415169312407249,0.8234,0.405968430993389,0.8234,0.435832171605882,0.8234,0.420511759679813
0.8332,0.428427441813627,0.8332,0.43248045898548,0.8332,0.41322417159555,0.8332,0.404487192626147,0.8332,0.43248045898548,0.8332,0.418104189632724
0.843,0.425371532925999,0.843,0.429191727679987,0.843,0.411288207466776,0.843,0.403050857336125,0.843,0.429191727679987,0.843,0.415724790556012
0.8528,0.422332081013128,0.8528,0.425941143575755,0.8528,0.409275045747756,0.8528,0.401593098324201,0.8528,0.425941143575755,0.8528,0.413400438793397
0.8626,0.419416195775204,0.8626,0.422680850510211,0.8626,0.40733593245183,0.8626,0.400157855250205,0.8626,0.422680850510211,0.8626,0.411127927802906
0.8724,0.416553547833577,0.8724,0.419517705425664,0.8724,0.405394973139471,0.8724,0.398775479676866,0.8724,0.419517705425664,0.8724,0.408823354948415
0.8822,0.413720582834188,0.8822,0.416437226194646,0.8822,0.403498232221878,0.8822,0.397419018378246,0.8822,0.416437226194646,0.8822,0.406642653175482
0.892,0.410854016318869,0.892,0.413393333068645,0.892,0.401671590147857,0.892,0.396099622988335,0.892,0.413393333068645,0.892,0.404406888762552
0.9018,0.408155710898708,0.9018,0.410398481147079,0.9018,0.399894812567888,0.9018,0.394764412813772,0.9018,0.410398481147079,0.9018,0.402276604422395
0.9116,0.405470238762471,0.9116,0.407444772426277,0.9116,0.398120124383996,0.9116,0.393523396729315,0.9116,0.407444772426277,0.9116,0.400172709420552
0.9214,0.402833499778942,0.9214,0.404578914566063,0.9214,0.396326066534882,0.9214,0.392277033552306,0.9214,0.404578914566063,0.9214,0.398213090446242
0.9312,0.400206712945766,0.9312,0.401805227747539,0.9312,0.394622524363472,0.9312,0.391053215521105,0.9312,0.401805227747539,0.9312,0.396126336551862
0.941,0.397602583626614,0.941,0.399055023507019,0.941,0.392935993063264,0.941,0.389878906670618,0.941,0.399055023507019,0.941,0.394187649727202
0.9508,0.395096026381059,0.9508,0.396314873711197,0.9508,0.391291745320325,0.9508,0.388714340887029,0.9508,0.396314873711197,0.9508,0.392284166466603
0.9606,0.392655976873733,0.9606,0.393552677160024,0.9606,0.389674408603863,0.9606,0.387549722667962,0.9606,0.393552677160024,0.9606,0.390327423021944
0.9704,0.3901907675489,0.9704,0.390903252866727,0.9704,0.388028034954435,0.9704,0.386464042793353,0.9704,0.390903252866727,0.9704,0.38842298246986
0.9802,0.38784047538642,0.9802,0.388266718484455,0.9802,0.386329819700737,0.9802,0.385314358202476,0.9802,0.388266718484455,0.9802,0.386597788707222
0.99,0.38550440987981,0.99,0.38569095630694,0.99,0.384705369350267,0.99,0.384207912211251,0.99,0.38569095630694,0.99,0.384845279170615
