TP_ha,FP_ha,TP_d2,FP_d2,TP_d4,FP_d4,TP_c4,FP_c4,TP_s2,FP_s2,TP_s4,FP_s4
0.883752661469171,0.0463203782418453,0.894024221885025,0.0362831714623877,0.743090242420096,0.0620542091653408,0.696127637822848,0.0756583675259929,0.894024221885025,0.0362831714623877,0.789469235630079,0.0569887379815353
0.877803850225193,0.0397876326514798,0.882871207029096,0.0299203997385402,0.739399403508913,0.0528006319028449,0.692303977009736,0.0666497526005377,0.882871207029096,0.0299203997385402,0.780739214257827,0.0478726395816643
0.870679766394449,0.03403476715455,0.870152503692851,0.0247486948881609,0.735933959340398,0.0457429670188209,0.68897537964927,0.0598707948652895,0.870152503692851,0.0247486948881609,0.773140191505033,0.0402475619373521
0.86223953826277,0.0290767794451603,0.855598443166313,0.0204493559115286,0.733064201277505,0.0406075065958609,0.686190144614877,0.0549015588853214,0.855598443166313,0.0204493559115286,0.767034408922412,0.0339597786840273
0.85242681714449,0.0248149347037893,0.8402474512282,0.0168924027930706,0.730379588896089,0.0369180738461462,0.683598105074199,0.0512646180649725,0.8402474512282,0.0168924027930706,0.761890578902247,0.0291792636882079
0.841140980386632,0.0211554973422836,0.824815961167706,0.0139678524426869,0.727968670130769,0.0340972575466522,0.681416605957666,0.0484987933105285,0.824815961167706,0.0139678524426869,0.758256088676732,0.0257347932755339
0.828812692943937,0.0179134958000207,0.811835638933722,0.0116657063976414,0.725698623079617,0.03183385554471,0.679303530245157,0.0462466395791647,0.811835638933722,0.0116657063976414,0.755563426483077,0.0230677033406114
0.815908843926215,0.0154051314610379,0.801137438469248,0.00984723598746693,0.723597622085465,0.0300528793697969,0.677379625120244,0.0444744120591459,0.801137438469248,0.00984723598746693,0.753132383187162,0.0211230023383905
0.803612755732473,0.0132567117805637,0.793461942500191,0.00829247503196383,0.721569069401456,0.0286505949710232,0.675508043774879,0.0431283690132642,0.793461942500191,0.00829247503196383,0.751091755784796,0.0196319815828316
0.792769658647712,0.0114732359899665,0.788149066423026,0.00709265950360132,0.719447943876709,0.0275057709877106,0.673547914494894,0.0420672821553686,0.788149066423026,0.00709265950360132,0.749127601598693,0.0184234173995748
0.784446152793486,0.0101434404460314,0.784349555046629,0.0061465549671738,0.717177896825557,0.026613408188491,0.67150326218641,0.0410974312699422,0.784349555046629,0.0061465549671738,0.747143322881994,0.0174285703573076
0.777865431288815,0.00907360493324151,0.781399298861354,0.00535292698747568,0.714771002966356,0.0258172805931088,0.669514958563592,0.0402900554039816,0.781399298861354,0.00535292698747568,0.745078546042914,0.0166811852677651
