vp_J1,FP_J1,vp_J2,FP_J2,vp_J3,FP_J3,vp_J4,FP_J4,vp_J5,FP_J5
0.8332,0.432115081448,0.8332,0.439260440217551,0.8332,0.440976823478982,0.8332,0.441299425109636,0.8332,0.438203518853035
0.843,0.428866755033323,0.843,0.435484540397721,0.843,0.437079378984337,0.843,0.437386690074117,0.843,0.434571437906823
0.8528,0.425689104289131,0.8528,0.431767801806106,0.8528,0.433262534797612,0.8528,0.43354432872224,0.8528,0.430985429853878
0.8626,0.42253513797156,0.8626,0.42812598930574,0.8626,0.429515462442159,0.8626,0.429756582000165,0.8626,0.427445997458704
0.8724,0.419411105790681,0.8724,0.424553678504098,0.8724,0.425844909566543,0.8724,0.426063266883362,0.8724,0.423927835485815
0.8822,0.416357124414256,0.8822,0.421055860766063,0.8822,0.422228414487515,0.8822,0.422405660980292,0.8822,0.420486626837335
0.892,0.41332744261406,0.892,0.417612011660921,0.892,0.418684843421472,0.892,0.418855482803859,0.892,0.417039271555682
0.9018,0.410319758068906,0.9018,0.414227437672678,0.9018,0.415190539160963,0.9018,0.415327885807988,0.9018,0.413719925062329
0.9116,0.40743646908875,0.9116,0.410895639502298,0.9116,0.411737597927487,0.9116,0.411853844652858,0.9116,0.41046718728593
0.9214,0.404573974712892,0.9214,0.407598811471327,0.9214,0.408346375917886,0.9214,0.408432000039519,0.9214,0.407218442777153
0.9312,0.401694197097365,0.9312,0.4043703623273,0.9312,0.405031647817309,0.9312,0.405101858375507,0.9312,0.404037270376778
0.941,0.398867194046454,0.941,0.401160008840938,0.941,0.401765596929312,0.941,0.401822269611379,0.941,0.400863691674702
0.9508,0.396143046748978,0.9508,0.398047596068535,0.9508,0.398535777344374,0.9508,0.398588770706554,0.9508,0.397779417538715
0.9606,0.393469855819195,0.9606,0.394968603544594,0.9606,0.395349263168792,0.9606,0.395395451993486,0.9606,0.394766328346798
0.9704,0.390849540004629,0.9704,0.391950653677633,0.9704,0.392231856308615,0.9704,0.392260292529726,0.9704,0.391816371522388
0.9802,0.388213438097201,0.9802,0.388982869571963,0.9802,0.38917718627842,0.9802,0.389194424050767,0.9802,0.38886533930596
0.99,0.385655201575074,0.99,0.386057830946964,0.99,0.386143331392732,0.99,0.386151104160529,0.99,0.38598943059035
