TP_J1,FP_J1,TP_J2,FP_J2,TP_J3,FP_J3,TP_J4,FP_J4,TP_J5,FP_J5
0.374738884215526,0.0308964996631768,0.505693229705417,0.0213742137146414,0.716453413724125,0.018372175278051,0.781218178085996,0.0384753344173333,0.794355471658624,0.113375068583205
0.353451155751792,0.0261847240986698,0.480839434420192,0.0178297586746038,0.700281340937723,0.0159525472958533,0.776183020531046,0.0356232729217883,0.790177619107034,0.108442077030657
0.332678615271299,0.0221403459218145,0.45635995540404,0.0148564658183804,0.682386608332361,0.0137653835722758,0.770998941449691,0.0331586518572769,0.786040015616636,0.103777794164147
0.312195868031378,0.0185359001053588,0.431763754110435,0.012333103785293,0.663501748821709,0.0119319154679968,0.765738389152073,0.0308665042749677,0.781636768322379,0.0992184951563697
0.292630799386604,0.0155563582099252,0.40734062377995,0.0102671714223938,0.642564187190334,0.0103496587399687,0.759946549246739,0.0287818247944379,0.777100699126193,0.0950528856188361
0.272876560154234,0.0130829884905196,0.383746624109993,0.00846119909063981,0.619123133952901,0.00893362645493255,0.752713792950779,0.0268421230235851,0.772351309905696,0.090901023967565
0.254611536185918,0.0108208362964194,0.359911130072891,0.00697142814292303,0.594611455687796,0.00776505612262115,0.744808877332936,0.0250186533820425,0.767320177256866,0.0869466319553369
0.236579956772508,0.00886363721577807,0.336494226272172,0.00572287010872078,0.567853879808254,0.00681145273914136,0.7351531275533,0.0233814051089645,0.761874479277771,0.0832422015115176
0.219168212901434,0.0072838801034341,0.31412379806241,0.00468802921550812,0.539908956623587,0.00604282091628412,0.723682145113965,0.0217254097182558,0.756163137494818,0.0794765304834382
0.202859293306984,0.00594658571244671,0.292920592627177,0.00380316526334076,0.511456895267918,0.00529418601889959,0.709429952546357,0.0202331391548549,0.749759511859386,0.0757383552278837
0.188087887850016,0.00485175404281592,0.27220842573847,0.00311077171884823,0.482199852688436,0.00473802152918989,0.691603643345019,0.0187621153247688,0.742981569954881,0.0721001645996928
0.173916193404789,0.00396189085928039,0.252071820424789,0.0025258616487715,0.451526043155043,0.00421685165905742,0.669438485347329,0.0173760784279417,0.73476673656587,0.0683619893441383
0.160464957154874,0.00319075942073906,0.233573351901567,0.0020459354374265,0.421142026862223,0.00372567717713402,0.642197920733499,0.0160687794251634,0.725437004181878,0.0647550439119985
0.147923349687869,0.0025371099193499,0.215747042700229,0.00162974942602575,0.39017037427602,0.00332698847552189,0.610678880915103,0.0148089731203827,0.7139780964609,0.0609518786486578
0.135739958865459,0.00209342813542418,0.199365674795635,0.00132229669688285,0.359351668122341,0.00293079938959385,0.574853191549307,0.0135941598979157,0.698961171730669,0.0570812237618466
0.124747940254294,0.00167474250833934,0.183435096376377,0.00107733435984217,0.329398316784261,0.00260584935066234,0.535574132733354,0.012360599557818,0.681291833867975,0.0531543275221435
0.114524678711869,0.00135604150861805,0.169142654747578,0.000868616450220779,0.300491441037138,0.00231714373915011,0.491984399463883,0.0112457709627145,0.658217047087377,0.048934976247402
0.104860879119995,0.00106733589710582,0.155973161925998,0.000693643352334579,0.273737890063714,0.00206468255505716,0.445480634164208,0.0101934327597132,0.626746306142409,0.0447943628667092
0.0964930992984589,0.000818624136539007,0.143608650328231,0.00055116525834153,0.248143512052581,0.00179222444549151,0.397604375877933,0.00931731746244015,0.585571516544377,0.0404212852273963
0.0884634115909246,0.000622404305338054,0.132387212068278,0.000414936203558703,0.224786981843649,0.00158225672802807,0.350066209705659,0.00848869486316479,0.527979134886679,0.0363906549368035
0.0808281646830588,0.000494923905449537,0.122212249399283,0.000329949270299691,0.203185310702628,0.00137978785761689,0.304254728258463,0.00775380785204275,0.455909165918705,0.0323162813717391
0.0742957420518166,0.000359944658508754,0.112874467203052,0.000256210607619079,0.183805387739331,0.0012023151440466,0.262963216382978,0.00710140815849563,0.381307531001839,0.0281419231793112
0.0679444401959324,0.00027120830172361,0.104257143202135,0.000203718678253219,0.16582210719935,0.00107108532063195,0.226996655303015,0.00646650577473713,0.307084237260166,0.0244149961943351
0.0622089489762651,0.000211217525305484,0.0968915650042463,0.000158725595939624,0.149951902371877,0.000938605689375259,0.195091224497189,0.0058278539674525,0.2413494705236,0.0212392344677006
0.0571335423601245,0.000147477325361226,0.0901458223486937,0.000136229054782827,0.136307470628248,0.00085736817964238,0.16805995500155,0.00520544966211445,0.197131851899554,0.0190570699754913
0.0522231568948654,0.000114982321468074,0.0836737733092376,0.000108733282257853,0.124586944009531,0.0007873789404879,0.146341561583076,0.00462428901556386,0.169070206437435,0.017412322855361
0.0479849307514902,8.99861646271886e-05,0.0780670790853803,7.74880862067457e-05,0.114834596483037,0.00067364642686187,0.130233887294579,0.00419060569437449,0.152069002990505,0.0161012744290565
0.0438513521672107,6.24903921022143e-05,0.0731083947466925,6.24903921022143e-05,0.106611713281788,0.000607406611233523,0.11839261349229,0.0037956664162885,0.14262254832906,0.0147214865714396
0.0400397660724564,4.374327447155e-05,0.0685441512076731,4.99923136817714e-05,0.0997411985365441,0.000546166026973353,0.10983163817704,0.00349821214988196,0.136416143093462,0.0135629147018646
0.0363247777245596,3.499461957724e-05,0.064128829195059,4.374327447155e-05,0.0939896076924006,0.00047242736429274,0.103319340076393,0.00322950346384243,0.131847874648324,0.0127080461379063
0.03318132604557,2.49961568408857e-05,0.0601280725127086,3.37448117351957e-05,0.0893046169698092,0.000418685627084836,0.0992219856471848,0.00300703766795855,0.128124836488189,0.0119419139307332
0.0302069204235811,1.99969254727086e-05,0.056300386793478,2.624596468293e-05,0.0853119100996969,0.000371192929087153,0.096255629837434,0.00279582014265307,0.12510615689889,0.0112870146215019
0.0272687389566638,1.749730978862e-05,0.0526779712863197,2.12467333147529e-05,0.0818504908373012,0.000328699462457647,0.0941989028105919,0.00261584781339869,0.122212249399283,0.010667109931848
0.024668649603748,1.49976941045314e-05,0.04927692561571,1.49976941045314e-05,0.0789445086193365,0.000283706380144053,0.0922226739061311,0.00242587702140796,0.119410914740414,0.0101009469794019
0.0221329587487372,1.24980784204429e-05,0.0462542211202924,1.24980784204429e-05,0.0764249173888019,0.000261209838987256,0.0903913416219567,0.00224965411567971,0.116867174073165,0.0095135372936411
0.0199715841627994,9.99846273635429e-06,0.0431349188780172,9.99846273635429e-06,0.0737845789746954,0.000226215219410016,0.0885036606521153,0.00204843505311058,0.114138287724439,0.00894487472551095
0.0179068073237192,4.99923136817714e-06,0.0400558656969326,4.99923136817714e-06,0.0717318768539724,0.000194970023358909,0.0864751079681066,0.0018709623395403,0.111252430037069,0.00838621062011716
0.0159788772926871,2.49961568408857e-06,0.0370573106382294,2.49961568408857e-06,0.0695705022680346,0.000172473482202111,0.0845632775615509,0.00170223828086432,0.108672465214749,0.00782754651472336
0.0141274204779174,1.24980784204429e-06,0.0344089224118847,1.24980784204429e-06,0.0675097503350734,0.000144977709677137,0.0826111980938045,0.00152726518297812,0.105798682245737,0.00730387702890681
0.0123162127243382,1.24980784204429e-06,0.0316961356876351,1.24980784204429e-06,0.0653966746225644,0.000109983090099897,0.080904637899321,0.00136104073998623,0.103053696272534,0.00677770792740616
