TP_wecs,FP_wecs,TP_ecs,FP_ecs,TP_agg,FP_agg
0.300491441037138,0.00231714373915011,0.0183092979356257,0.00482675788597503,0.368460030669785,0.361239459433112
0.273737890063714,0.00206468255505716,0.0161680478802832,0.00399688547885763,0.333032807009776,0.326234841393136
0.248143512052581,0.00179222444549151,0.0140992461350839,0.00326449808341967,0.299344342793204,0.292729992763613
0.224786981843649,0.00158225672802807,0.0121994904468853,0.00268208762902704,0.267241691587544,0.261537288641871
0.203185310702628,0.00137978785761689,0.0106338019665691,0.00221965872747065,0.237248091188273,0.232030575299048
0.183805387739331,0.0012023151440466,0.00921703501265833,0.00179847348470173,0.209166321195558,0.20465478432691
0.16582210719935,0.00107108532063195,0.00796126430351012,0.0014335295948248,0.183237875976543,0.179108712035525
0.149951902371877,0.000938605689375259,0.00689063927583889,0.0011598216774171,0.15910453888663,0.155927276181287
0.136307470628248,0.00085736817964238,0.00592063690114428,0.00093610607369117,0.13784498476573,0.134845517501684
0.124586944009531,0.0007873789404879,0.00505528208554536,0.000733637203279996,0.118497261051386,0.115963420624079
0.114834596483037,0.00067364642686187,0.00429859973516118,0.000576161415182416,0.100944645466144,0.0989047933880166
0.106611713281788,0.000607406611233523,0.00362644041327736,0.00045493005450412,0.0857586746789131,0.0841395635421054
0.0997411985365441,0.000546166026973353,0.00305892865048923,0.000359944658508754,0.0722591395555699,0.070891600416436
0.0939896076924006,0.00047242736429274,0.00260008935291584,0.000278707148775876,0.061021601671141,0.0594146150029433
0.0893046169698092,0.000418685627084836,0.00219759874100937,0.000224965411567971,0.0506856427573827,0.0494773928508492
0.0853119100996969,0.000371192929087153,0.00187963115760325,0.00018372175278051,0.0421447919727272,0.0407699816153266
0.0818504908373012,0.000328699462457647,0.00161801225986404,0.000129980015572606,0.0345699186566473,0.0335198463236277
0.0789445086193365,0.000283706380144053,0.0013362688315295,9.623520383741e-05,0.0283031398292635,0.0275820092660753
0.0764249173888019,0.000261209838987256,0.00109879937050468,6.87394313124357e-05,0.0229983135643361,0.0224702951921142
0.0737845789746954,0.000226215219410016,0.00089352915843238,4.99923136817714e-05,0.0186312904251508,0.0181384612115887
0.0717318768539724,0.000194970023358909,0.000728508007550724,4.12436587874614e-05,0.0148599533915871,0.0146802429126522
0.0695705022680346,0.000172473482202111,0.00061581063621691,2.37463489988414e-05,0.0120062949531702,0.0117669408328469
0.0675097503350734,0.000144977709677137,0.000527262701597485,1.87471176306643e-05,0.00936998144518279,0.00920608456449821
0.0653966746225644,0.000109983090099897,0.000406515518025542,1.37478862624871e-05,0.00736155329176947,0.00735636895827267
0.0633238479712461,8.87363567851443e-05,0.000301867958929858,1.12482705783986e-05,0.00580793952981047,0.00574286703419349
0.0611986975403799,7.37386626806129e-05,0.000241494367143886,8.74865489431e-06,0.00453204429006693,0.00443806764709926
0.0592908920399432,6.24903921022143e-05,0.000193195493715109,4.99923136817714e-06,0.00351776794806261,0.00347821522440925
0.0572220902947439,5.37417372079043e-05,0.000136846808048202,1.24980784204429e-06,0.00266046294470181,0.00270833359370997
0.0551693881740208,4.12436587874614e-05,0.000112697371333814,1.24980784204429e-06,0.00199232852893706,0.00204718524526854
0.0529194656534636,3.499461957724e-05,9.65977468575545e-05,0,0.00153348923136368,0.00158225672802807
0.050705767287978,2.49961568408857e-05,7.64732162622307e-05,0,0.00117527258676691,0.00123231053225567
0.0483189979593726,1.37478862624871e-05,5.63486856669068e-05,0,0.000937803125742092,0.000961102230532056
0.0458074565410762,6.24903921022143e-06,4.42739673097125e-05,0,0.000704358570836335,0.000723638740543641
0.0428612252619208,3.74942352613286e-06,4.02490611906477e-05,0,0.000535312513835615,0.000539916987763131
0.0395326279014542,3.74942352613286e-06,3.6224155071583e-05,0,0.000382366081311153,0.000391189854559861
0.0359866856105581,3.74942352613286e-06,2.81743428334534e-05,0,0.000285768334453599,0.00029745426640654
0.0322113236708754,2.49961568408857e-06,2.81743428334534e-05,0,0.000217344930429498,0.000237463489988414
0.0281300688661437,1.24980784204429e-06,2.41494367143886e-05,0,0.000144896620286332,0.000191220599832776
0.0240045400941023,1.24980784204429e-06,1.60996244762591e-05,0,0.000116722277452878,0.00013997847830896
0.0195932429876073,0,1.60996244762591e-05,0,9.65977468575545e-05,0.000102484243047631
0.0151859707872314,0,1.60996244762591e-05,0,7.64732162622307e-05,7.62382783647014e-05
