FP_wecs,f1_score_wecs,FP_taad,f1_score_taad,FP_ecs,f1_score_ecs
0.0260811336454994,0.7646,0.0252244001634687,0.7646,0.0222898417997312,0.7646
0.025755350908755,0.7744,0.0249773905263874,0.7744,0.0221864576546439,0.7744
0.0254376065502917,0.7842,0.0247052608831368,0.7842,0.0220736187480491,0.7842
0.0251323504297831,0.794,0.0244492514373541,0.794,0.021982505075805,0.794
0.0248367881597016,0.8038,0.0241947200442418,0.8038,0.0218631223256926,0.8038
0.0245436274555205,0.8136,0.0239531911346565,0.8136,0.0217558418464217,0.8136
0.0242596482556942,0.8234,0.023712765032424,0.8234,0.0216556603557716,0.8234
0.0239822417425347,0.8332,0.023489208104297,0.8332,0.0215374281510899,0.8332
0.0237134709819058,0.843,0.0232931699972166,0.843,0.0214331145756134,0.843
0.0234508046985599,0.8528,0.0230794818720417,0.8528,0.021335590740358,0.8528
0.0231962226916054,0.8626,0.0228574800387696,0.8626,0.0212599259792668,0.8626
0.0229408109787395,0.8724,0.0226512143069401,0.8724,0.0211664910716698,0.8724
0.0226952840704456,0.8822,0.0224345170091728,0.8822,0.0210900704391681,0.8822
0.0224550914028565,0.892,0.0222246418253298,0.892,0.0209687973386245,0.892
0.0222179695122525,0.9018,0.0220297348086751,0.9018,0.0208731371300273,0.9018
0.0219817511942218,0.9116,0.0218286259387975,0.9116,0.0208002036152045,0.9116
0.0217545978982499,0.9214,0.0216276534211025,0.9214,0.020708329707567,0.9214
0.0215342003341164,0.9312,0.0214369438779594,0.9312,0.0206345781146633,0.9312
0.0213183443842075,0.941,0.0212461535839223,0.941,0.0205282561810866,0.941
0.0211049062505893,0.9508,0.0210552850095223,0.9508,0.0204340270713643,0.9508
0.0209016719569235,0.9606,0.0208682701498857,0.9606,0.0203515245468898,0.9606
0.0206927741602922,0.9704,0.0206791579336403,0.9704,0.0202862325359736,0.9704
0.0204957143311111,0.9802,0.0204860846964884,0.9802,0.0202126030732016,0.9802
0.0202987021531614,0.99,0.0202987021531614,0.99,0.0201594870782665,0.99
